School,Semester,Grade,Subject,Class,Student Name,Score
O'Hara High School,Fall-2019,11th-Grade,History & Social Science,AP United States History,Yessenia Veum,93
O'Hara High School,Fall-2019,11th-Grade,Business,Personal finance,Yessenia Veum,75
O'Hara High School,Fall-2019,11th-Grade,Math,Geometry,Yessenia Veum,73
O'Hara High School,Fall-2019,11th-Grade,Math,Pre-algebra,Yessenia Veum,87
O'Hara High School,Fall-2019,11th-Grade,History & Social Science,AP World History,Jeremie Effertz,100
O'Hara High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Jeremie Effertz,89
O'Hara High School,Fall-2019,11th-Grade,English,Humanities,Jeremie Effertz,79
O'Hara High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Word processing,Jeremie Effertz,0
O'Hara High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Graphic design,Jeremie Effertz,86
O'Hara High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Jewel Ondricka,91
O'Hara High School,Fall-2019,11th-Grade,Physical Education,Yoga,Jewel Ondricka,74
O'Hara High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Jewel Ondricka,76
O'Hara High School,Fall-2019,11th-Grade,Visual Arts,Art history,Jewel Ondricka,83
O'Hara High School,Fall-2019,11th-Grade,Arts,AP Art history,Jewel Ondricka,100
O'Hara High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Web design,Hazle Robel,74
O'Hara High School,Fall-2019,11th-Grade,Physical Education,Gymnastics,Hazle Robel,91
O'Hara High School,Fall-2019,11th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Hazle Robel,87
O'Hara High School,Fall-2019,11th-Grade,English,Poetry,Hazle Robel,95
O'Hara High School,Fall-2019,11th-Grade,Business,Business management,Hazle Robel,77
O'Hara High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Emerson Leuschke,96
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Drama,Emerson Leuschke,75
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Dance,Emerson Leuschke,74
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Auto body repair,Emerson Leuschke,72
O'Hara High School,Fall-2019,12th-Grade,Social Studies,Political studies,Emerson Leuschke,92
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Drama,Kobe Hartmann,84
O'Hara High School,Fall-2019,12th-Grade,Science,Marine biology,Kobe Hartmann,99
O'Hara High School,Fall-2019,12th-Grade,Arts,AP Music theory,Kobe Hartmann,92
O'Hara High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Kobe Hartmann,98
O'Hara High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Kobe Hartmann,96
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Darius Kassulke,76
O'Hara High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Darius Kassulke,92
O'Hara High School,Fall-2019,12th-Grade,Social Studies,Macroeconomics,Darius Kassulke,90
O'Hara High School,Fall-2019,12th-Grade,Social Studies,Microeconomics,Darius Kassulke,83
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Film production,Darius Kassulke,77
O'Hara High School,Fall-2019,12th-Grade,Science,Forensic science,Vernice Rau,93
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,Portuguese,Vernice Rau,96
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Vernice Rau,72
O'Hara High School,Fall-2019,12th-Grade,Math,Math applications,Vernice Rau,86
O'Hara High School,Fall-2019,12th-Grade,World Languages and Cultures,AP French Language and Culture,Vernice Rau,80
O'Hara High School,Fall-2019,12th-Grade,Business,Introduction to business,Trace Heaney,77
O'Hara High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Trace Heaney,84
O'Hara High School,Fall-2019,12th-Grade,Math,Trigonometry,Trace Heaney,92
O'Hara High School,Fall-2019,12th-Grade,Math,Geometry,Trace Heaney,75
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Metalworking,Trace Heaney,83
O'Hara High School,Fall-2019,12th-Grade,Physical Education,Gymnastics,Curt Thompson,89
O'Hara High School,Fall-2019,12th-Grade,Math,Integrated math,Curt Thompson,97
O'Hara High School,Fall-2019,12th-Grade,Social Studies,Political studies,Curt Thompson,90
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Video game development,Curt Thompson,85
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Jazz band,Curt Thompson,96
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Film production,Abner Lesch,92
O'Hara High School,Fall-2019,12th-Grade,Business,Business management,Abner Lesch,95
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,American Sign Language,Abner Lesch,95
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Computer-aided drafting,Abner Lesch,99
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Graphic design,Abner Lesch,75
O'Hara High School,Fall-2019,12th-Grade,Social Studies,Law,Hans Swaniawski,74
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Hans Swaniawski,89
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Auto body repair,Hans Swaniawski,88
O'Hara High School,Fall-2019,12th-Grade,Math,Algebra 2,Hans Swaniawski,94
O'Hara High School,Fall-2019,12th-Grade,Science,Forensic science,Hans Swaniawski,99
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,William Douglas,95
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,Korean,William Douglas,86
O'Hara High School,Fall-2019,12th-Grade,English,Works of Shakespeare,William Douglas,86
O'Hara High School,Fall-2019,12th-Grade,Math,Geometry,William Douglas,92
O'Hara High School,Fall-2019,12th-Grade,Math,Probability,William Douglas,95
O'Hara High School,Fall-2019,12th-Grade,English,English language and composition,Krista Sawayn,89
O'Hara High School,Fall-2019,12th-Grade,Arts,AP Music theory,Krista Sawayn,87
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Interior design,Krista Sawayn,72
O'Hara High School,Fall-2019,12th-Grade,Science,Marine biology,Krista Sawayn,70
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Krista Sawayn,98
O'Hara High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Elton Adams,95
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP United States Government and Politics,Elton Adams,83
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Dance,Elton Adams,87
O'Hara High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Elton Adams,93
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science A,Elton Adams,0
O'Hara High School,Fall-2019,12th-Grade,Social Studies,European history,Mina Steuber,78
O'Hara High School,Fall-2019,12th-Grade,Social Studies,World politics,Mina Steuber,0
O'Hara High School,Fall-2019,12th-Grade,Science,Physics,Mina Steuber,95
O'Hara High School,Fall-2019,12th-Grade,Math,Geometry,Mina Steuber,80
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Mina Steuber,75
O'Hara High School,Fall-2019,12th-Grade,Visual Arts,Photography,Arianna Schowalter,78
O'Hara High School,Fall-2019,12th-Grade,English,English literature and composition,Arianna Schowalter,0
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,Math & Computer Science,Arianna Schowalter,75
O'Hara High School,Fall-2019,12th-Grade,Math,Algebra 2,Arianna Schowalter,77
O'Hara High School,Fall-2019,12th-Grade,English,Modern literature,Arianna Schowalter,73
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Caroline Mueller,88
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Caroline Mueller,83
O'Hara High School,Fall-2019,12th-Grade,Math,Multivariable calculus,Caroline Mueller,89
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Media technology,Caroline Mueller,70
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Graphic design,Caroline Mueller,81
O'Hara High School,Fall-2019,12th-Grade,Science,Physical science,Claud Wintheiser,90
O'Hara High School,Fall-2019,12th-Grade,Science,Forensic science,Claud Wintheiser,80
O'Hara High School,Fall-2019,12th-Grade,English,Written and oral communication,Claud Wintheiser,99
O'Hara High School,Fall-2019,12th-Grade,Science,Geology,Claud Wintheiser,100
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,Portuguese,Claud Wintheiser,70
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Marching band,Jovani Wintheiser,91
O'Hara High School,Fall-2019,12th-Grade,English,Creative writing,Jovani Wintheiser,70
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Family studies,Jovani Wintheiser,98
O'Hara High School,Fall-2019,12th-Grade,Social Studies,World history,Jovani Wintheiser,71
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Jovani Wintheiser,93
O'Hara High School,Fall-2019,12th-Grade,Math,Calculus,Kenton Flatley,100
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Kenton Flatley,98
O'Hara High School,Fall-2019,12th-Grade,English,Communication skills,Kenton Flatley,94
O'Hara High School,Fall-2019,12th-Grade,Social Studies,Religious studies,Kenton Flatley,83
O'Hara High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Kenton Flatley,76
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Delia Langworth,97
O'Hara High School,Fall-2019,12th-Grade,English,World literature,Delia Langworth,96
O'Hara High School,Fall-2019,12th-Grade,Science,Botany,Delia Langworth,71
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,Japanese,Delia Langworth,90
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,Arabic,Delia Langworth,90
O'Hara High School,Fall-2019,12th-Grade,Science,Chemistry,Lew Batz,73
O'Hara High School,Fall-2019,12th-Grade,Physical Education,Weight training,Lew Batz,98
O'Hara High School,Fall-2019,12th-Grade,Visual Arts,Film production,Lew Batz,84
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP United States History,Lew Batz,99
O'Hara High School,Fall-2019,12th-Grade,Computer Science/Information Technology,App development,Lew Batz,100
O'Hara High School,Fall-2019,12th-Grade,Vocational Education,Criminal justice,Devante Koss,88
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Devante Koss,73
O'Hara High School,Fall-2019,12th-Grade,Physical Education,Health,Devante Koss,98
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood education,Devante Koss,72
O'Hara High School,Fall-2019,12th-Grade,Visual Arts,Jewelry design,Devante Koss,94
O'Hara High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus BC,Viviane Rogahn,80
O'Hara High School,Fall-2019,12th-Grade,Math,Probability,Viviane Rogahn,92
O'Hara High School,Fall-2019,12th-Grade,Math,Pre-calculus,Viviane Rogahn,83
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Viviane Rogahn,98
O'Hara High School,Fall-2019,12th-Grade,Performing Arts,Dance,Viviane Rogahn,76
O'Hara High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Grayce Boyle,86
O'Hara High School,Fall-2019,12th-Grade,Foreign Language,American Sign Language,Grayce Boyle,82
O'Hara High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Grayce Boyle,99
O'Hara High School,Fall-2019,12th-Grade,Science,Environmental science,Grayce Boyle,72
O'Hara High School,Fall-2019,12th-Grade,English,Rhetoric,Grayce Boyle,77
Mills High School,Fall-2019,9th-Grade,Social Studies,Women’s studies,Jeromy Oberbrunner,76
Mills High School,Fall-2019,9th-Grade,Vocational Education,Fire science,Jeromy Oberbrunner,0
Mills High School,Fall-2019,9th-Grade,Vocational Education,Production technology,Jeromy Oberbrunner,96
Mills High School,Fall-2019,9th-Grade,Math,Pre-calculus,Jeromy Oberbrunner,79
Mills High School,Fall-2019,9th-Grade,Physical Education,Yoga,Jeromy Oberbrunner,100
Mills High School,Fall-2019,9th-Grade,Visual Arts,Jewelry design,Kiley Dare,77
Mills High School,Fall-2019,9th-Grade,Business,Accounting,Kiley Dare,97
Mills High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Media technology,Kiley Dare,76
Mills High School,Fall-2019,9th-Grade,Vocational Education,Robotics,Kiley Dare,86
Mills High School,Fall-2019,9th-Grade,Foreign Language,Portuguese,Kiley Dare,77
Mills High School,Fall-2019,9th-Grade,Science,Oceanography,Magnus Schmidt,90
Mills High School,Fall-2019,9th-Grade,Vocational Education,Refrigeration fundamentals,Magnus Schmidt,82
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Magnus Schmidt,96
Mills High School,Fall-2019,9th-Grade,Business,Business law,Magnus Schmidt,100
Mills High School,Fall-2019,9th-Grade,Social Studies,Law,Magnus Schmidt,75
Mills High School,Fall-2019,9th-Grade,Vocational Education,Criminal justice,Rebeca Jacobi,85
Mills High School,Fall-2019,9th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Rebeca Jacobi,94
Mills High School,Fall-2019,9th-Grade,Science,Environmental studies,Rebeca Jacobi,91
Mills High School,Fall-2019,9th-Grade,Physical Education,Pilates,Rebeca Jacobi,95
Mills High School,Fall-2019,9th-Grade,Visual Arts,Jewelry design,Rebeca Jacobi,84
Mills High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Pasquale Robel,97
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Pasquale Robel,97
Mills High School,Fall-2019,9th-Grade,Physical Education,Specialized sports,Pasquale Robel,77
Mills High School,Fall-2019,9th-Grade,Science,Environmental studies,Pasquale Robel,78
Mills High School,Fall-2019,9th-Grade,Math,Probability,Pasquale Robel,83
Mills High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Raven Kunze,97
Mills High School,Fall-2019,9th-Grade,Visual Arts,Art history,Raven Kunze,73
Mills High School,Fall-2019,9th-Grade,Business,Consumer education,Raven Kunze,94
Mills High School,Fall-2019,9th-Grade,Vocational Education,Auto mechanics,Raven Kunze,99
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion construction,Raven Kunze,94
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Early childhood education,Evie Vandervort,97
Mills High School,Fall-2019,9th-Grade,Science,Biology,Evie Vandervort,72
Mills High School,Fall-2019,9th-Grade,Performing Arts,Dance,Evie Vandervort,86
Mills High School,Fall-2019,9th-Grade,Visual Arts,Film production,Evie Vandervort,71
Mills High School,Fall-2019,9th-Grade,Physical Education,Yoga,Evie Vandervort,79
Mills High School,Fall-2019,9th-Grade,Visual Arts,Painting,Garnett Spencer,89
Mills High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Web design,Garnett Spencer,75
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Garnett Spencer,79
Mills High School,Fall-2019,9th-Grade,Physical Education,Racket sports,Garnett Spencer,94
Mills High School,Fall-2019,9th-Grade,Visual Arts,Printmaking,Garnett Spencer,87
Mills High School,Fall-2019,9th-Grade,Foreign Language,Italian,Nathanial Kuhlman,96
Mills High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Nathanial Kuhlman,78
Mills High School,Fall-2019,9th-Grade,Performing Arts,Choir,Nathanial Kuhlman,95
Mills High School,Fall-2019,9th-Grade,Foreign Language,Hebrew,Nathanial Kuhlman,70
Mills High School,Fall-2019,9th-Grade,Visual Arts,Sculpture,Nathanial Kuhlman,90
Mills High School,Fall-2019,9th-Grade,History & Social Science,AP Computer Science Principles,Anjali Kovacek,98
Mills High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus AB,Anjali Kovacek,78
Mills High School,Fall-2019,9th-Grade,Science,Astronomy,Anjali Kovacek,76
Mills High School,Fall-2019,9th-Grade,Social Studies,European history,Anjali Kovacek,95
Mills High School,Fall-2019,9th-Grade,Science,Environmental science,Anjali Kovacek,72
Mills High School,Fall-2019,9th-Grade,Arts,AP Art history,Sallie Wisoky,100
Mills High School,Fall-2019,9th-Grade,Physical Education,Pilates,Sallie Wisoky,70
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Sallie Wisoky,94
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Early childhood education,Sallie Wisoky,91
Mills High School,Fall-2019,9th-Grade,Science,Geology,Sallie Wisoky,100
Mills High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Music production,Wilma Fadel,78
Mills High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Wilma Fadel,89
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion and retail merchandising,Wilma Fadel,93
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Wilma Fadel,83
Mills High School,Fall-2019,9th-Grade,Foreign Language,Spanish,Wilma Fadel,83
Mills High School,Fall-2019,9th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Alisha Lind,73
Mills High School,Fall-2019,9th-Grade,Science,Marine biology,Alisha Lind,90
Mills High School,Fall-2019,9th-Grade,Math,Math applications,Alisha Lind,99
Mills High School,Fall-2019,9th-Grade,Science,Agriculture,Alisha Lind,70
Mills High School,Fall-2019,9th-Grade,Performing Arts,Piano,Alisha Lind,98
Mills High School,Fall-2019,9th-Grade,Vocational Education,Criminal justice,Leonie Wolff,86
Mills High School,Fall-2019,9th-Grade,English,Communication skills,Leonie Wolff,93
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Leonie Wolff,97
Mills High School,Fall-2019,9th-Grade,Sciences,AP Biology,Leonie Wolff,82
Mills High School,Fall-2019,9th-Grade,Science,Earth science,Leonie Wolff,77
Mills High School,Fall-2019,9th-Grade,Math,Algebra 2,Christine Thiel,96
Mills High School,Fall-2019,9th-Grade,Business,Introduction to business,Christine Thiel,74
Mills High School,Fall-2019,9th-Grade,Foreign Language,Latin,Christine Thiel,84
Mills High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Christine Thiel,96
Mills High School,Fall-2019,9th-Grade,Physical Education,Weight training,Christine Thiel,95
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Interior design,Carroll Roberts,78
Mills High School,Fall-2019,9th-Grade,History & Social Science,AP Human Geography,Carroll Roberts,93
Mills High School,Fall-2019,9th-Grade,Foreign Language,American Sign Language,Carroll Roberts,87
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Carroll Roberts,75
Mills High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Italian Language and Culture,Carroll Roberts,88
Mills High School,Fall-2019,9th-Grade,Math,Fundamentals of math,Josiah Nolan,92
Mills High School,Fall-2019,9th-Grade,Social Studies,Sociology,Josiah Nolan,78
Mills High School,Fall-2019,9th-Grade,Performing Arts,Concert band,Josiah Nolan,71
Mills High School,Fall-2019,9th-Grade,Business,Accounting,Josiah Nolan,83
Mills High School,Fall-2019,9th-Grade,Foreign Language,Ancient Greek,Josiah Nolan,86
Mills High School,Fall-2019,9th-Grade,Performing Arts,Jazz band,Neva Considine,91
Mills High School,Fall-2019,9th-Grade,Physical Education,Lifeguard training,Neva Considine,88
Mills High School,Fall-2019,9th-Grade,Business,Introduction to business,Neva Considine,70
Mills High School,Fall-2019,9th-Grade,Physical Education,Aerobics,Neva Considine,93
Mills High School,Fall-2019,9th-Grade,Foreign Language,Arabic,Neva Considine,83
Mills High School,Fall-2019,9th-Grade,Visual Arts,Drawing,Tremayne Lind,71
Mills High School,Fall-2019,9th-Grade,Foreign Language,Chinese,Tremayne Lind,98
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Family studies,Tremayne Lind,93
Mills High School,Fall-2019,9th-Grade,English,World literature,Tremayne Lind,86
Mills High School,Fall-2019,9th-Grade,Physical Education,Weight training,Tremayne Lind,93
Mills High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus BC,Darryl Pagac,80
Mills High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Music production,Darryl Pagac,70
Mills High School,Fall-2019,9th-Grade,Arts,AP Art history,Darryl Pagac,94
Mills High School,Fall-2019,9th-Grade,Science,Zoology,Darryl Pagac,92
Mills High School,Fall-2019,9th-Grade,Business,Marketing,Darryl Pagac,79
Mills High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Eleonore Gusikowski,88
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Chemistry of foods,Eleonore Gusikowski,100
Mills High School,Fall-2019,9th-Grade,Vocational Education,FFA (Future Farmers of America),Eleonore Gusikowski,77
Mills High School,Fall-2019,9th-Grade,Family and Consumer Science,Culinary arts,Eleonore Gusikowski,83
Mills High School,Fall-2019,9th-Grade,Business,Accounting,Eleonore Gusikowski,84
Mills High School,Fall-2019,9th-Grade,English,American literature,Rigoberto Jacobi,81
Mills High School,Fall-2019,9th-Grade,Foreign Language,Chinese,Rigoberto Jacobi,98
Mills High School,Fall-2019,9th-Grade,Foreign Language,Hebrew,Rigoberto Jacobi,70
Mills High School,Fall-2019,9th-Grade,History & Social Science,AP Psychology,Rigoberto Jacobi,89
Mills High School,Fall-2019,9th-Grade,Physical Education,Pilates,Rigoberto Jacobi,92
Mills High School,Fall-2019,10th-Grade,English,Literary analysis,Wilfredo Blick,85
Mills High School,Fall-2019,10th-Grade,Foreign Language,German,Wilfredo Blick,77
Mills High School,Fall-2019,10th-Grade,English,Rhetoric,Wilfredo Blick,98
Mills High School,Fall-2019,10th-Grade,English,American literature,Wilfredo Blick,74
Mills High School,Fall-2019,10th-Grade,Social Studies,Geography,Wilfredo Blick,77
Mills High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion construction,Gladys Thompson,80
Mills High School,Fall-2019,10th-Grade,Physical Education,Pilates,Gladys Thompson,75
Mills High School,Fall-2019,10th-Grade,Math,Pre-calculus,Gladys Thompson,79
Mills High School,Fall-2019,10th-Grade,Family and Consumer Science,Culinary arts,Gladys Thompson,89
Mills High School,Fall-2019,10th-Grade,Physical Education,Lifeguard training,Gladys Thompson,87
Mills High School,Fall-2019,10th-Grade,Vocational Education,Metalworking,Miguel Becker,75
Mills High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Miguel Becker,85
Mills High School,Fall-2019,10th-Grade,Family and Consumer Science,Chemistry of foods,Miguel Becker,90
Mills High School,Fall-2019,10th-Grade,History & Social Science,AP Microeconomics,Miguel Becker,83
Mills High School,Fall-2019,10th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Miguel Becker,80
Mills High School,Fall-2019,10th-Grade,Performing Arts,Dance,Jimmy Stamm,86
Mills High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science Principles,Jimmy Stamm,75
Mills High School,Fall-2019,10th-Grade,Foreign Language,Chinese,Jimmy Stamm,93
Mills High School,Fall-2019,10th-Grade,Visual Arts,Printmaking,Jimmy Stamm,86
Mills High School,Fall-2019,10th-Grade,Foreign Language,American Sign Language,Jimmy Stamm,72
Mills High School,Fall-2019,10th-Grade,English,Poetry,Ashly Cummings,92
Mills High School,Fall-2019,10th-Grade,Science,Biology,Ashly Cummings,84
Mills High School,Fall-2019,10th-Grade,Physical Education,Weight training,Ashly Cummings,72
Mills High School,Fall-2019,10th-Grade,Social Studies,Macroeconomics,Ashly Cummings,0
Mills High School,Fall-2019,10th-Grade,Business,Consumer education,Ashly Cummings,79
Mills High School,Fall-2019,10th-Grade,English,American literature,Rickie Kling,92
Mills High School,Fall-2019,10th-Grade,Visual Arts,Jewelry design,Rickie Kling,97
Mills High School,Fall-2019,10th-Grade,English,Journalism,Rickie Kling,93
Mills High School,Fall-2019,10th-Grade,Physical Education,Specialized sports,Rickie Kling,71
Mills High School,Fall-2019,10th-Grade,Business,Personal finance,Rickie Kling,81
Mills High School,Fall-2019,10th-Grade,Social Studies,Women’s studies,Brady Brown,84
Mills High School,Fall-2019,10th-Grade,Performing Arts,Choir,Brady Brown,74
Mills High School,Fall-2019,10th-Grade,English,Popular literature,Brady Brown,90
Mills High School,Fall-2019,10th-Grade,Visual Arts,Film production,Brady Brown,87
Mills High School,Fall-2019,10th-Grade,History & Social Science,Math & Computer Science,Brady Brown,79
Mills High School,Fall-2019,10th-Grade,English,Popular literature,Karl Jerde,85
Mills High School,Fall-2019,10th-Grade,Science,Biology,Karl Jerde,76
Mills High School,Fall-2019,10th-Grade,Family and Consumer Science,Interior design,Karl Jerde,73
Mills High School,Fall-2019,10th-Grade,Vocational Education,Robotics,Karl Jerde,95
Mills High School,Fall-2019,10th-Grade,Physical Education,Specialized sports,Karl Jerde,76
Mills High School,Fall-2019,10th-Grade,Sciences,AP Environmental Science,Erna Murray,89
Mills High School,Fall-2019,10th-Grade,Physical Education,Lifeguard training,Erna Murray,96
Mills High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Erna Murray,93
Mills High School,Fall-2019,10th-Grade,Sciences,AP Physics 1 (Algebra-Based),Erna Murray,83
Mills High School,Fall-2019,10th-Grade,History & Social Science,AP Calculus BC,Erna Murray,70
Mills High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Carolina Kerluke,80
Mills High School,Fall-2019,10th-Grade,Family and Consumer Science,CPR training,Carolina Kerluke,86
Mills High School,Fall-2019,10th-Grade,Science,Oceanography,Carolina Kerluke,0
Mills High School,Fall-2019,10th-Grade,Performing Arts,Music theory,Carolina Kerluke,91
Mills High School,Fall-2019,10th-Grade,Computer Science/Information Technology,App development,Carolina Kerluke,96
Mills High School,Fall-2019,10th-Grade,Vocational Education,Networking,Deshawn Simonis,92
Mills High School,Fall-2019,10th-Grade,Arts,AP Art history,Deshawn Simonis,70
Mills High School,Fall-2019,10th-Grade,Arts,AP Music theory,Deshawn Simonis,100
Mills High School,Fall-2019,10th-Grade,Visual Arts,Film production,Deshawn Simonis,91
Mills High School,Fall-2019,10th-Grade,Math,Integrated math,Deshawn Simonis,73
Mills High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Media technology,Sabina Kuvalis,94
Mills High School,Fall-2019,10th-Grade,Science,Astronomy,Sabina Kuvalis,71
Mills High School,Fall-2019,10th-Grade,History & Social Science,AP Calculus AB,Sabina Kuvalis,89
Mills High School,Fall-2019,10th-Grade,Physical Education,Lifeguard training,Sabina Kuvalis,77
Mills High School,Fall-2019,10th-Grade,Foreign Language,Spanish,Sabina Kuvalis,0
Mills High School,Fall-2019,10th-Grade,Performing Arts,Drama,Christopher Baumbach,70
Mills High School,Fall-2019,10th-Grade,Social Studies,Law,Christopher Baumbach,94
Mills High School,Fall-2019,10th-Grade,Sciences,AP Chemistry,Christopher Baumbach,89
Mills High School,Fall-2019,10th-Grade,English,Written and oral communication,Christopher Baumbach,71
Mills High School,Fall-2019,10th-Grade,Physical Education,Aerobics,Christopher Baumbach,77
Mills High School,Fall-2019,10th-Grade,English,English literature and composition,Omari Rau,95
Mills High School,Fall-2019,10th-Grade,Business,Business law,Omari Rau,96
Mills High School,Fall-2019,10th-Grade,Performing Arts,Piano,Omari Rau,88
Mills High School,Fall-2019,10th-Grade,Sciences,AP Physics 1 (Algebra-Based),Omari Rau,72
Mills High School,Fall-2019,10th-Grade,Vocational Education,Woodworking,Omari Rau,86
Mills High School,Fall-2019,10th-Grade,History & Social Science,AP European history,Demetrius Gleason,90
Mills High School,Fall-2019,10th-Grade,Vocational Education,Driver education,Demetrius Gleason,99
Mills High School,Fall-2019,10th-Grade,History & Social Science,AP Microeconomics,Demetrius Gleason,73
Mills High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Demetrius Gleason,78
