School,Semester,Grade,Subject,Class,Student Name,Score
Cronin High School,Fall-2019,10th-Grade,English,Contemporary literature,Dena Sanford,90
Cronin High School,Fall-2019,10th-Grade,Foreign Language,American Sign Language,Dena Sanford,92
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Dena Sanford,0
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Macroeconomics,Dena Sanford,80
Cronin High School,Fall-2019,10th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Dena Sanford,86
Cronin High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Jack Beahan,93
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Building construction,Jack Beahan,76
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Production technology,Jack Beahan,91
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Electronics,Jack Beahan,99
Cronin High School,Fall-2019,10th-Grade,Social Studies,Current events,Jack Beahan,88
Cronin High School,Fall-2019,10th-Grade,Physical Education,Swimming,Noah Rogahn,71
Cronin High School,Fall-2019,10th-Grade,English,Poetry,Noah Rogahn,81
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Noah Rogahn,94
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Ancient Greek,Noah Rogahn,87
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Calculus AB,Noah Rogahn,96
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Electronics,Maud Wilkinson,82
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Latin,Maud Wilkinson,93
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion and retail merchandising,Maud Wilkinson,97
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Jewelry design,Maud Wilkinson,90
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Early childhood education,Maud Wilkinson,78
Cronin High School,Fall-2019,10th-Grade,English,Contemporary literature,Zachery Dickinson,94
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Ceramics,Zachery Dickinson,72
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Latin,Zachery Dickinson,70
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Web design,Zachery Dickinson,79
Cronin High School,Fall-2019,10th-Grade,Math,Pre-calculus,Zachery Dickinson,87
Cronin High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Elody Abshire,77
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,App development,Elody Abshire,72
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Korean,Elody Abshire,87
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Film production,Elody Abshire,92
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Computer programming,Elody Abshire,73
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Digital media,Alvah Schuster,70
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Heating and cooling systems,Alvah Schuster,96
Cronin High School,Fall-2019,10th-Grade,Science,Marine biology,Alvah Schuster,88
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP World History,Alvah Schuster,78
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Jewelry design,Alvah Schuster,93
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Woodworking,Guadalupe Bogisich,71
Cronin High School,Fall-2019,10th-Grade,Math,Practical math,Guadalupe Bogisich,90
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Robotics,Guadalupe Bogisich,93
Cronin High School,Fall-2019,10th-Grade,Social Studies,World history,Guadalupe Bogisich,80
Cronin High School,Fall-2019,10th-Grade,Social Studies,Human geography,Guadalupe Bogisich,93
Cronin High School,Fall-2019,10th-Grade,English,Modern literature,Camron Fritsch,85
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Sculpture,Camron Fritsch,81
Cronin High School,Fall-2019,10th-Grade,Performing Arts,Music theory,Camron Fritsch,79
Cronin High School,Fall-2019,10th-Grade,Physical Education,Weight training,Camron Fritsch,98
Cronin High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Camron Fritsch,87
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Chemistry of foods,Orin Herzog,93
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Spanish,Orin Herzog,78
Cronin High School,Fall-2019,10th-Grade,Business,Business law,Orin Herzog,81
Cronin High School,Fall-2019,10th-Grade,Social Studies,Sociology,Orin Herzog,0
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion construction,Orin Herzog,80
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Animation,Jonas Gutkowski,77
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Jonas Gutkowski,89
Cronin High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Jonas Gutkowski,83
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Jonas Gutkowski,84
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science A,Jonas Gutkowski,89
Cronin High School,Fall-2019,10th-Grade,Physical Education,Racket sports,Abigayle Rippin,75
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Statistics,Abigayle Rippin,84
Cronin High School,Fall-2019,10th-Grade,English,Contemporary literature,Abigayle Rippin,91
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Early childhood education,Abigayle Rippin,90
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Painting,Abigayle Rippin,95
Cronin High School,Fall-2019,10th-Grade,Sciences,AP Physics 1 (Algebra-Based),Leslie Von,99
Cronin High School,Fall-2019,10th-Grade,Visual Arts,3-D art,Leslie Von,91
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Latin,Leslie Von,94
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Korean,Leslie Von,96
Cronin High School,Fall-2019,10th-Grade,Social Studies,Microeconomics,Leslie Von,94
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Statistics,Earnest Beier,84
Cronin High School,Fall-2019,10th-Grade,Performing Arts,Piano,Earnest Beier,70
Cronin High School,Fall-2019,10th-Grade,English,British literature,Earnest Beier,78
Cronin High School,Fall-2019,10th-Grade,Science,Astronomy,Earnest Beier,81
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Heating and cooling systems,Earnest Beier,74
Cronin High School,Fall-2019,10th-Grade,Social Studies,US government,Russell Goyette,82
Cronin High School,Fall-2019,10th-Grade,Performing Arts,Dance,Russell Goyette,71
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Computer-aided drafting,Russell Goyette,74
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Graphic design,Russell Goyette,77
Cronin High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Russell Goyette,73
Cronin High School,Fall-2019,10th-Grade,Science,Earth science,Delaney Vandervort,70
Cronin High School,Fall-2019,10th-Grade,Math,Math applications,Delaney Vandervort,93
Cronin High School,Fall-2019,10th-Grade,English,American literature,Delaney Vandervort,92
Cronin High School,Fall-2019,10th-Grade,Physical Education,Aerobics,Delaney Vandervort,93
Cronin High School,Fall-2019,10th-Grade,Performing Arts,Theater technology,Delaney Vandervort,95
Cronin High School,Fall-2019,10th-Grade,Arts,AP Music theory,Hallie Nolan,79
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Web programming,Hallie Nolan,87
Cronin High School,Fall-2019,10th-Grade,Vocational Education,FFA (Future Farmers of America),Hallie Nolan,87
Cronin High School,Fall-2019,10th-Grade,Science,Geology,Hallie Nolan,92
Cronin High School,Fall-2019,10th-Grade,English,American literature,Hallie Nolan,87
Cronin High School,Fall-2019,10th-Grade,English,Humanities,Dakota Block,92
Cronin High School,Fall-2019,10th-Grade,Math,Algebra 1,Dakota Block,85
Cronin High School,Fall-2019,10th-Grade,Math,Consumer math,Dakota Block,79
Cronin High School,Fall-2019,10th-Grade,Social Studies,Women’s studies,Dakota Block,86
Cronin High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Dakota Block,77
Cronin High School,Fall-2019,10th-Grade,Social Studies,Law,Jeffery Padberg,71
Cronin High School,Fall-2019,10th-Grade,Science,Physics,Jeffery Padberg,80
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Robotics,Jeffery Padberg,80
Cronin High School,Fall-2019,10th-Grade,Physical Education,Swimming,Jeffery Padberg,80
Cronin High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Animation,Jeffery Padberg,92
Cronin High School,Fall-2019,10th-Grade,Arts,AP Studio art (3-D design),Kailey O'Connell,78
Cronin High School,Fall-2019,10th-Grade,Math,Math applications,Kailey O'Connell,74
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP German Language and Culture,Kailey O'Connell,100
Cronin High School,Fall-2019,10th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Kailey O'Connell,0
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,CPR training,Kailey O'Connell,100
Cronin High School,Fall-2019,10th-Grade,Social Studies,Political studies,Jodie Thiel,74
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Electronics,Jodie Thiel,89
Cronin High School,Fall-2019,10th-Grade,Science,Geology,Jodie Thiel,75
Cronin High School,Fall-2019,10th-Grade,Arts,AP Art history,Jodie Thiel,75
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP French Language and Culture,Jodie Thiel,83
Cronin High School,Fall-2019,10th-Grade,Business,Business management,Ibrahim Welch,78
Cronin High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Ibrahim Welch,78
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science A,Ibrahim Welch,79
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion construction,Ibrahim Welch,73
Cronin High School,Fall-2019,10th-Grade,Performing Arts,World music,Ibrahim Welch,85
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP Statistics,Samara Yundt,73
Cronin High School,Fall-2019,10th-Grade,English,English language and composition,Samara Yundt,91
Cronin High School,Fall-2019,10th-Grade,Arts,AP Studio art (3-D design),Samara Yundt,96
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Networking,Samara Yundt,0
Cronin High School,Fall-2019,10th-Grade,English,Poetry,Samara Yundt,96
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Robotics,Dena Zulauf,76
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Ancient Greek,Dena Zulauf,77
Cronin High School,Fall-2019,10th-Grade,English,Humanities,Dena Zulauf,74
Cronin High School,Fall-2019,10th-Grade,Foreign Language,German,Dena Zulauf,93
Cronin High School,Fall-2019,10th-Grade,English,Popular literature,Dena Zulauf,84
Cronin High School,Fall-2019,10th-Grade,Performing Arts,World music,Preston Feest,78
Cronin High School,Fall-2019,10th-Grade,English,English literature and composition,Preston Feest,72
Cronin High School,Fall-2019,10th-Grade,Social Studies,World politics,Preston Feest,89
Cronin High School,Fall-2019,10th-Grade,Physical Education,Weight training,Preston Feest,91
Cronin High School,Fall-2019,10th-Grade,History & Social Science,AP World History,Preston Feest,79
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion and retail merchandising,Murray Wiegand,70
Cronin High School,Fall-2019,10th-Grade,English,Modern literature,Murray Wiegand,75
Cronin High School,Fall-2019,10th-Grade,English,Popular literature,Murray Wiegand,89
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Chinese,Murray Wiegand,70
Cronin High School,Fall-2019,10th-Grade,Science,Electronics,Murray Wiegand,86
Cronin High School,Fall-2019,10th-Grade,Business,Business law,Audreanne Bernier,87
Cronin High School,Fall-2019,10th-Grade,Foreign Language,Hebrew,Audreanne Bernier,93
Cronin High School,Fall-2019,10th-Grade,Social Studies,Religious studies,Audreanne Bernier,90
Cronin High School,Fall-2019,10th-Grade,Physical Education,Lifeguard training,Audreanne Bernier,95
Cronin High School,Fall-2019,10th-Grade,Vocational Education,Woodworking,Audreanne Bernier,95
Cronin High School,Fall-2019,10th-Grade,Science,Biology,Cory Wisoky,81
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Culinary arts,Cory Wisoky,70
Cronin High School,Fall-2019,10th-Grade,Physical Education,Lifeguard training,Cory Wisoky,83
Cronin High School,Fall-2019,10th-Grade,Family and Consumer Science,Early childhood education,Cory Wisoky,94
Cronin High School,Fall-2019,10th-Grade,Business,Accounting,Cory Wisoky,83
Cronin High School,Fall-2019,10th-Grade,Sciences,AP Environmental Science,Ervin Brown,71
Cronin High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Ervin Brown,98
Cronin High School,Fall-2019,10th-Grade,Visual Arts,Sculpture,Ervin Brown,86
Cronin High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Ervin Brown,91
Cronin High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Ervin Brown,82
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Ancient Greek,Austyn Cartwright,89
Cronin High School,Fall-2019,11th-Grade,Social Studies,World politics,Austyn Cartwright,94
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Drama,Austyn Cartwright,84
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Music theory,Austyn Cartwright,85
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Russian,Austyn Cartwright,87
Cronin High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Eloy Kuhlman,78
Cronin High School,Fall-2019,11th-Grade,Business,Marketing,Eloy Kuhlman,0
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,CPR training,Eloy Kuhlman,90
Cronin High School,Fall-2019,11th-Grade,English,English language and composition,Eloy Kuhlman,75
Cronin High School,Fall-2019,11th-Grade,Science,Chemistry,Eloy Kuhlman,100
Cronin High School,Fall-2019,11th-Grade,Science,Environmental studies,Karelle Quitzon,73
Cronin High School,Fall-2019,11th-Grade,Math,Integrated math,Karelle Quitzon,87
Cronin High School,Fall-2019,11th-Grade,English,Debate,Karelle Quitzon,81
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Drawing,Karelle Quitzon,70
Cronin High School,Fall-2019,11th-Grade,Arts,AP Art history,Karelle Quitzon,84
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Human Geography,Otilia Beatty,96
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Otilia Beatty,90
Cronin High School,Fall-2019,11th-Grade,Physical Education,Pilates,Otilia Beatty,90
Cronin High School,Fall-2019,11th-Grade,Social Studies,Current events,Otilia Beatty,71
Cronin High School,Fall-2019,11th-Grade,Physical Education,Lifeguard training,Otilia Beatty,78
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Music production,Anais Gulgowski,93
Cronin High School,Fall-2019,11th-Grade,Math,Probability,Anais Gulgowski,86
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Anais Gulgowski,72
Cronin High School,Fall-2019,11th-Grade,English,Literary analysis,Anais Gulgowski,100
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Anais Gulgowski,90
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,CPR training,Javier Cruickshank,95
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Piano,Javier Cruickshank,87
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Art history,Javier Cruickshank,87
Cronin High School,Fall-2019,11th-Grade,English,Popular literature,Javier Cruickshank,80
Cronin High School,Fall-2019,11th-Grade,English,English literature and composition,Javier Cruickshank,86
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Frederick Borer,97
Cronin High School,Fall-2019,11th-Grade,Physical Education,Swimming,Frederick Borer,98
Cronin High School,Fall-2019,11th-Grade,Science,Electronics,Frederick Borer,70
Cronin High School,Fall-2019,11th-Grade,English,Rhetoric,Frederick Borer,70
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Production technology,Frederick Borer,78
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Statistics,Mckenna Donnelly,100
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Mckenna Donnelly,88
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Mckenna Donnelly,75
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood development,Mckenna Donnelly,87
Cronin High School,Fall-2019,11th-Grade,Social Studies,Political studies,Mckenna Donnelly,82
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Jazz band,Assunta Dicki,92
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Japanese,Assunta Dicki,78
Cronin High School,Fall-2019,11th-Grade,Social Studies,Geography,Assunta Dicki,87
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Jewelry design,Assunta Dicki,75
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Assunta Dicki,70
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Web programming,Kieran Gerlach,86
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Photography,Kieran Gerlach,73
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Hebrew,Kieran Gerlach,97
Cronin High School,Fall-2019,11th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Kieran Gerlach,95
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Metalworking,Kieran Gerlach,78
Cronin High School,Fall-2019,11th-Grade,Physical Education,Pilates,Fletcher Hettinger,82
Cronin High School,Fall-2019,11th-Grade,Social Studies,Religious studies,Fletcher Hettinger,0
Cronin High School,Fall-2019,11th-Grade,Arts,AP Art history,Fletcher Hettinger,95
Cronin High School,Fall-2019,11th-Grade,English,World literature,Fletcher Hettinger,93
Cronin High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Fletcher Hettinger,92
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Metalworking,Shannon Leuschke,79
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Music production,Shannon Leuschke,94
Cronin High School,Fall-2019,11th-Grade,Physical Education,Weight training,Shannon Leuschke,90
Cronin High School,Fall-2019,11th-Grade,Physical Education,Swimming,Shannon Leuschke,82
Cronin High School,Fall-2019,11th-Grade,Social Studies,Law,Shannon Leuschke,97
Cronin High School,Fall-2019,11th-Grade,English,Debate,Veda Bogan,75
Cronin High School,Fall-2019,11th-Grade,Science,Geology,Veda Bogan,73
Cronin High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Veda Bogan,97
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Veda Bogan,75
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Veda Bogan,78
Cronin High School,Fall-2019,11th-Grade,Science,Electronics,Franz Ullrich,100
Cronin High School,Fall-2019,11th-Grade,English,Rhetoric,Franz Ullrich,98
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Computer-aided drafting,Franz Ullrich,86
Cronin High School,Fall-2019,11th-Grade,Social Studies,Women’s studies,Franz Ullrich,99
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Typing,Franz Ullrich,75
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Graphic design,Aubrey Welch,79
Cronin High School,Fall-2019,11th-Grade,Performing Arts,World music,Aubrey Welch,99
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Biology,Aubrey Welch,82
Cronin High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Aubrey Welch,85
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Macroeconomics,Aubrey Welch,86
Cronin High School,Fall-2019,11th-Grade,Physical Education,Racket sports,Keaton Rath,87
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Digital media,Keaton Rath,91
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Human Geography,Keaton Rath,97
Cronin High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Keaton Rath,96
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Graphic design,Keaton Rath,97
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Concert band,Chandler Heaney,84
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Sculpture,Chandler Heaney,74
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,Interior design,Chandler Heaney,100
Cronin High School,Fall-2019,11th-Grade,Science,Astronomy,Chandler Heaney,99
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Chandler Heaney,90
Cronin High School,Fall-2019,11th-Grade,Physical Education,Racket sports,Sibyl Stehr,92
Cronin High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Sibyl Stehr,73
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Statistics,Sibyl Stehr,83
Cronin High School,Fall-2019,11th-Grade,Science,Physical science,Sibyl Stehr,71
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Driver education,Sibyl Stehr,94
Cronin High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Vivian Hoppe,98
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Chinese,Vivian Hoppe,94
Cronin High School,Fall-2019,11th-Grade,English,Communication skills,Vivian Hoppe,74
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Russian,Vivian Hoppe,73
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Photography,Vivian Hoppe,96
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood development,Sallie Tremblay,93
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Italian,Sallie Tremblay,100
Cronin High School,Fall-2019,11th-Grade,Social Studies,Sociology,Sallie Tremblay,89
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Macroeconomics,Sallie Tremblay,96
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Refrigeration fundamentals,Sallie Tremblay,97
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Vance McClure,73
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Ceramics,Vance McClure,79
Cronin High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Vance McClure,76
Cronin High School,Fall-2019,11th-Grade,Physical Education,Health,Vance McClure,93
Cronin High School,Fall-2019,11th-Grade,English,English language and composition,Vance McClure,79
Cronin High School,Fall-2019,11th-Grade,Math,Algebra 2,Asha Rath,87
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Dance,Asha Rath,78
Cronin High School,Fall-2019,11th-Grade,Science,Biology,Asha Rath,100
Cronin High School,Fall-2019,11th-Grade,History & Social Science,AP Statistics,Asha Rath,87
Cronin High School,Fall-2019,11th-Grade,Math,Math applications,Asha Rath,93
Cronin High School,Fall-2019,11th-Grade,Science,Environmental studies,Retta Murray,79
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Orchestra,Retta Murray,75
Cronin High School,Fall-2019,11th-Grade,Physical Education,Yoga,Retta Murray,84
Cronin High School,Fall-2019,11th-Grade,Math,Multivariable calculus,Retta Murray,76
Cronin High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Retta Murray,78
Cronin High School,Fall-2019,11th-Grade,English,English literature and composition,Beau Leffler,78
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Beau Leffler,74
Cronin High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Beau Leffler,0
Cronin High School,Fall-2019,11th-Grade,English,Humanities,Beau Leffler,90
Cronin High School,Fall-2019,11th-Grade,Business,Consumer education,Beau Leffler,79
Cronin High School,Fall-2019,11th-Grade,Foreign Language,Korean,Mitchell Simonis,88
Cronin High School,Fall-2019,11th-Grade,English,Rhetoric,Mitchell Simonis,0
Cronin High School,Fall-2019,11th-Grade,Social Studies,Human geography,Mitchell Simonis,93
Cronin High School,Fall-2019,11th-Grade,Math,Trigonometry,Mitchell Simonis,98
Cronin High School,Fall-2019,11th-Grade,Science,Agriculture,Mitchell Simonis,81
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Media technology,Gail Schmitt,77
Cronin High School,Fall-2019,11th-Grade,Math,Statistics,Gail Schmitt,90
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Drawing,Gail Schmitt,95
Cronin High School,Fall-2019,11th-Grade,Science,Oceanography,Gail Schmitt,73
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,Family studies,Gail Schmitt,97
Cronin High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Michale Wolff,78
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Michale Wolff,92
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Ceramics,Michale Wolff,81
Cronin High School,Fall-2019,11th-Grade,Math,Consumer math,Michale Wolff,83
Cronin High School,Fall-2019,11th-Grade,Science,Forensic science,Michale Wolff,96
Cronin High School,Fall-2019,11th-Grade,Math,Algebra 2,Joseph Hilpert,96
Cronin High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Joseph Hilpert,85
Cronin High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Computer repair,Joseph Hilpert,72
Cronin High School,Fall-2019,11th-Grade,Math,Geometry,Joseph Hilpert,74
Cronin High School,Fall-2019,11th-Grade,Arts,AP Music theory,Joseph Hilpert,100
Cronin High School,Fall-2019,11th-Grade,Business,Business law,Jensen Shanahan,80
Cronin High School,Fall-2019,11th-Grade,Business,Business management,Jensen Shanahan,0
Cronin High School,Fall-2019,11th-Grade,Science,Physical science,Jensen Shanahan,88
Cronin High School,Fall-2019,11th-Grade,Performing Arts,Percussion,Jensen Shanahan,77
Cronin High School,Fall-2019,11th-Grade,Family and Consumer Science,Nutrition,Jensen Shanahan,100
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Driver education,Dustin Fay,86
Cronin High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Dustin Fay,99
Cronin High School,Fall-2019,11th-Grade,Vocational Education,Hospitality and tourism,Dustin Fay,76
Cronin High School,Fall-2019,11th-Grade,Visual Arts,Sculpture,Dustin Fay,86
Cronin High School,Fall-2019,11th-Grade,Business,Personal finance,Dustin Fay,82
Cronin High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Dayne Baumbach,93
Cronin High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Dayne Baumbach,88
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Electronics,Dayne Baumbach,91
Cronin High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Dayne Baumbach,73
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Music production,Dayne Baumbach,71
Cronin High School,Fall-2019,12th-Grade,Science,Geology,Daphne Bergstrom,77
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Painting,Daphne Bergstrom,75
Cronin High School,Fall-2019,12th-Grade,Business,Business law,Daphne Bergstrom,75
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Human Geography,Daphne Bergstrom,81
Cronin High School,Fall-2019,12th-Grade,Business,Marketing,Daphne Bergstrom,78
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer programming,Glen Legros,87
Cronin High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Italian Language and Culture,Glen Legros,84
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Building construction,Glen Legros,81
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Web programming,Glen Legros,98
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Glen Legros,97
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Statistics,Edyth Weissnat,71
Cronin High School,Fall-2019,12th-Grade,Business,Business management,Edyth Weissnat,96
